cluster	x	y	z	intensity	temperature	label
Lyra	23.5436	-38.2245	48.7297	73.6173	419.5589	Lyra-01113
Cygnus	61.7628	34.5322	-23.2208	81.7137	423.0495	Cygnus-01114
Hydra	-35.2228	-39.1112	-20.2648	59.3184	385.7641	Hydra-01115
Orion	-27.0313	16.1691	24.453	47.0137	373.2985	Orion-01116
Lyra	22.5061	-44.442	41.1566	65.8891	401.2155	Lyra-01117
Cygnus	34.9175	37.5363	-37.0141	71.5627	406.6896	Cygnus-01118
Hydra	-11.5081	-44.6422	-23.9351	58.9437	379.3357	Hydra-01119
Orion	-32.2269	18.7703	16.6499	41.6448	355.1112	Orion-01120
Lyra	9.4949	-43.9667	30.9933	61.5774	396.3107	Lyra-01121
Cygnus	50.4624	23.642	-32.1271	68.032	396.8369	Cygnus-01122
Hydra	-3.3106	-50.8167	-27.836	62.5347	393.4476	Hydra-01123
Orion	-25.1827	13.6564	14.0587	31.9522	332.0819	Orion-01124
Lyra	21.6128	-25.582	38.7851	54.5	377.5924	Lyra-01125
Cygnus	54.2724	14.4655	-20.8115	65.8327	408.5995	Cygnus-01126
Hydra	-18.9219	-41.599	-30.7515	63.8005	386.1064	Hydra-01127
Orion	-47.8532	18.7594	10.8165	58.3284	383.4293	Orion-01128
Lyra	18.5399	-22.212	35.6154	52.712	384.2466	Lyra-01129
Cygnus	71.2868	33.0831	-19.4249	88.0239	436.7458	Cygnus-01130
Hydra	-24.2214	-45.5315	-20.1595	60.7076	383.3982	Hydra-01131
Orion	-46.1595	24.4333	7.3374	59.7509	382.7778	Orion-01132
Lyra	17.9424	-26.2825	42.0231	56.0926	368.8851	Lyra-01133
Cygnus	54.7581	36.5438	-40.4891	78.5914	422.6988	Cygnus-01134
Hydra	-8.5695	-49.6732	-37.41	69.2508	406.7644	Hydra-01135
Orion	-61.39	1.0553	13.4158	69.0775	407.3295	Orion-01136
Lyra	26.8282	-29.1658	50.6461	65.8481	393.1902	Lyra-01137
Cygnus	38.4465	46.466	-40.3792	78.3209	414.5572	Cygnus-01138
Hydra	-24.3446	-50.2817	-11.1402	57.7432	381.7383	Hydra-01139
Orion	-31.448	7.3915	29.027	50.9631	371.5148	Orion-01140
Lyra	18.4929	-20.1801	43.5169	54.3553	373.3407	Lyra-01141
Cygnus	35.3733	21.3091	-28.9464	55.5939	378.211	Cygnus-01142
Hydra	11.5018	-45.2468	-23.9762	59.4	388.6055	Hydra-01143
Orion	-28.0884	20.3866	-5.8481	42.5878	358.052	Orion-01144
Lyra	12.0821	-28.8023	42.3839	59.2353	386.2828	Lyra-01145
Cygnus	59.9013	27.2036	-29.8526	73.0619	419.8213	Cygnus-01146
Hydra	-30.367	-44.7364	-41.272	74.7468	403.1975	Hydra-01147
Orion	-32.747	19.1445	14.0607	44.1029	347.2828	Orion-01148
Lyra	23.2696	-38.0979	32.5528	62.9939	395.2799	Lyra-01149
Cygnus	73.1394	36.668	-26.1778	89.7353	442.8659	Cygnus-01150
Hydra	-21.4649	-23.8217	-51.2701	67.561	398.7976	Hydra-01151
Orion	-19.3368	28.1101	11.6714	44.5677	358.2154	Orion-01152
Lyra	8.0257	-51.2614	52.6594	79.4989	426.7733	Lyra-01153
Cygnus	46.9735	34.4292	-29.4207	71.6332	408.1329	Cygnus-01154
Hydra	-11.2706	-27.5941	-33.7407	49.3275	371.728	Hydra-01155
Orion	-30.3639	14.2566	17.5008	44.5402	359.126	Orion-01156
Lyra	22.5112	-23.229	42.4918	55.8974	389.6218	Lyra-01157
Cygnus	62.8064	32.2998	-37.2632	80.9572	426.3572	Cygnus-01158
Hydra	-22.732	-60.677	-42.9131	83.3058	428.9279	Hydra-01159
Orion	-31.8852	-6.9554	22.1676	40.0425	338.7694	Orion-01160
Lyra	33.5879	-39.13	67.8154	87.7906	444.2106	Lyra-01161
Cygnus	56.94	28.1191	-26.856	73.4169	421.3005	Cygnus-01162
Hydra	-9.8364	-52.5314	-38.8116	74.7765	411.0133	Hydra-01163
Orion	-47.4199	16.845	6.3253	56.5211	387.0743	Orion-01164
Lyra	19.9249	-27.7779	49.0695	68.3303	399.8479	Lyra-01165
Cygnus	45.0368	20.822	-33.6903	62.911	400.4587	Cygnus-01166
Hydra	-35.5	-55.3046	-26.9832	73.7786	407.3442	Hydra-01167
Orion	-24.5684	33.2205	16.6637	48.9102	372.143	Orion-01168
Lyra	35.3217	-33.1316	50.604	74.1468	415.1049	Lyra-01169
Cygnus	63.8457	43.9623	-26.6142	90.7178	438.5158	Cygnus-01170
Hydra	-9.3798	-56.9681	-36.6575	70.5306	403.9589	Hydra-01171
Orion	-32.2481	20.0634	17.4761	43.4683	361.5686	Orion-01172
Lyra	17.9115	-32.0232	39.8947	57.5586	388.6334	Lyra-01173
Cygnus	45.1508	27.3934	-33.48	66.1703	411.9041	Cygnus-01174
Hydra	-26.195	-45.976	-44.7966	69.3691	406.2381	Hydra-01175
Orion	-43.673	-0.4826	6.3447	48.3993	375.3029	Orion-01176
Lyra	15.3394	-13.283	54.7437	59.707	386.5243	Lyra-01177
Cygnus	31.9362	21.6788	-38.1093	60.8269	392.7518	Cygnus-01178
Hydra	-12.8709	-48.9743	-42.1983	69.5301	403.5334	Hydra-01179
Orion	-34.6109	8.7977	15.0802	44.5368	361.2745	Orion-01180
Lyra	12.6545	-34.8601	52.7849	64.7135	394.5798	Lyra-01181
Cygnus	37.584	25.9643	-27.5753	57.9643	382.0753	Cygnus-01182
Hydra	-15.4579	-40.412	-48.0078	72.8044	402.2291	Hydra-01183
Orion	-45.4616	21.3022	16.8326	56.3071	376.7719	Orion-01184
Lyra	18.8817	-23.3396	62.5018	70.1262	404.5072	Lyra-01185
Cygnus	51.2621	19.0733	-6.8596	57.7217	383.3956	Cygnus-01186
Hydra	-6.563	-71.0809	-54.7026	91.1891	450.0245	Hydra-01187
Orion	-46.9261	15.5959	15.5216	59.6364	393.9148	Orion-01188
Lyra	26.3885	-31.3628	64.7134	77.3976	416.8148	Lyra-01189
Cygnus	37.1213	37.1221	-33.0999	68.4538	407.128	Cygnus-01190
Hydra	-17.8298	-50.1309	-30.8192	66.4732	405.0668	Hydra-01191
Orion	-22.9709	22.1372	15.9585	40.7041	348.8646	Orion-01192
Lyra	18.3742	-30.509	51.8558	71.5124	408.7943	Lyra-01193
Cygnus	60.1849	19.1745	-38.1488	77.5461	409.1515	Cygnus-01194
Hydra	-38.7259	-45.154	-33.8031	70.9145	410.6695	Hydra-01195
Orion	-36.5702	17.8453	11.5323	47.3847	357.3807	Orion-01196
Lyra	29.0918	-38.0387	32.7368	59.0847	387.7377	Lyra-01197
Cygnus	40.5802	28.2164	-22.2152	54.7155	375.5326	Cygnus-01198
Hydra	-27.1717	-30.3259	-30.3892	53.2621	378.5668	Hydra-01199
Orion	-64.302	27.8796	6.8558	75.1868	419.24	Orion-01200
Lyra	34.9158	-35.7085	44.7186	67.8877	398.4006	Lyra-01201
Cygnus	53.2814	15.3725	-9.5757	62.44	384.3203	Cygnus-01202
Hydra	-25.0136	-29.1194	-36.1582	57.956	381.8271	Hydra-01203
Orion	-41.3912	17.0185	4.8962	49.3844	368.2315	Orion-01204
Lyra	9.7505	-16.8803	47.8421	53.6512	378.6584	Lyra-01205
Cygnus	61.4813	45.6511	-38.1005	90.2623	435.0691	Cygnus-01206
Hydra	-32.3349	-48.3445	-33.8039	71.4158	405.5991	Hydra-01207
Orion	-21.3746	26.591	23.0945	44.0026	356.0309	Orion-01208
Lyra	4.7128	-15.7574	56.2928	65.5186	392.7619	Lyra-01209
Cygnus	40.4272	44.408	-2.0143	62.0885	393.739	Cygnus-01210
Hydra	-15.0705	-48.9512	-33.4383	62.3395	395.2827	Hydra-01211
Orion	-29.1566	23.5319	12.7075	46.5365	361.4069	Orion-01212
Lyra	21.1431	-33.4829	56.6908	73.7732	419.4672	Lyra-01213
Cygnus	58.4184	30.6931	-25.0705	76.6009	420.1027	Cygnus-01214
Hydra	-17.372	-63.5686	-27.4897	79.5139	421.1672	Hydra-01215
Orion	-36.9569	27.2881	31.2722	64.05	401.5552	Orion-01216
Lyra	33.8242	-34.4198	51.9929	77.494	425.4726	Lyra-01217
Cygnus	53.5673	37.8258	-17.1025	67.8957	406.8098	Cygnus-01218
Hydra	-16.7219	-41.1398	-37.5491	62.9895	406.0456	Hydra-01219
Orion	-37.2614	17.3649	14.4367	49.94	376.8184	Orion-01220
Lyra	10.6942	-21.8198	20.4806	33.4069	345.7182	Lyra-01221
Cygnus	45.4766	36.7772	-23.2482	63.9534	399.3195	Cygnus-01222
Hydra	-11.0461	-46.5395	-29.077	62.8374	395.1795	Hydra-01223
Orion	-47.2362	3.6721	22.9836	53.7006	378.0117	Orion-01224
Lyra	18.5867	-21.9944	36.3158	50.3427	385.7913	Lyra-01225
Cygnus	45.5597	26.9028	-21.7043	57.815	381.0056	Cygnus-01226
Hydra	-11.5152	-54.0558	-36.4845	75.2135	411.9803	Hydra-01227
Orion	-47.4422	18.2287	-1.6503	51.6156	376.2455	Orion-01228
Lyra	28.9041	-23.0185	39.7263	62.5814	391.1492	Lyra-01229
Cygnus	57.9266	28.448	-14.3639	71.4689	407.7976	Cygnus-01230
Hydra	-10.5301	-46.351	-23.2442	55.4179	371.5488	Hydra-01231
Orion	-44.5524	9.2547	10.1209	52.4099	384.8198	Orion-01232
Lyra	12.2367	-25.9223	37.2735	51.3822	368.7999	Lyra-01233
Cygnus	49.7474	43.1768	-19.5741	73.1936	414.6106	Cygnus-01234
Hydra	-22.3014	-49.59	-31.312	63.3593	395.2049	Hydra-01235
Orion	-56.6898	-6.2221	-0.2243	58.4054	391.2133	Orion-01236
Lyra	16.5898	-34.3961	61.5207	79.3175	427.4025	Lyra-01237
Cygnus	55.6049	21.4258	-32.7525	70.3528	400.7053	Cygnus-01238
Hydra	-27.3469	-34.7886	-51.4945	68.1798	398.4455	Hydra-01239
Orion	-61.1466	25.1601	6.6379	69.84	409.1942	Orion-01240
Lyra	18.3625	-30.4534	26.9342	47.3372	361.057	Lyra-01241
Cygnus	49.3353	18.6522	-14.4056	59.0624	393.4305	Cygnus-01242
Hydra	-3.4203	-36.4269	-42.9175	61.5461	383.0764	Hydra-01243
Orion	-68.3907	21.2201	0.2111	76.0597	416.6564	Orion-01244
Lyra	40.9152	-33.949	22.8664	60.7588	402.5889	Lyra-01245
Cygnus	55.5426	29.3635	-21.4391	73.0625	406.7632	Cygnus-01246
Hydra	1.7721	-43.3008	-36.0349	59.4677	389.3232	Hydra-01247
Orion	-48.1243	24.1261	8.3368	60.3077	384.7137	Orion-01248
Lyra	-0.2195	-42.1557	51.8669	69.8764	407.8246	Lyra-01249
Cygnus	64.0915	30.1046	-46.1959	89.6587	444.2965	Cygnus-01250
Hydra	-9.2798	-50.9746	-39.2515	73.8735	405.4384	Hydra-01251
Orion	-52.4593	26.0844	-8.7737	60.1402	383.4521	Orion-01252
Lyra	17.5128	-36.4846	31.4099	54.2848	377.5351	Lyra-01253
Cygnus	46.2076	24.2198	-33.9403	69.8649	408.5099	Cygnus-01254
Hydra	-13.3296	-61.7152	-41.3624	75.9082	415.5321	Hydra-01255
Orion	-30.2802	17.7777	14.5036	38.8183	359.6487	Orion-01256
Lyra	24.131	-34.7265	41.8789	66.726	402.0209	Lyra-01257
Cygnus	43.781	30.1554	-20.1359	59.5636	378.8581	Cygnus-01258
Hydra	-12.8056	-57.7441	-42.2382	76.3011	416.3462	Hydra-01259
Orion	-48.606	12.7176	12.394	51.9158	369.6749	Orion-01260
Lyra	15.5164	-45.5295	38.9199	70.5335	405.0326	Lyra-01261
Cygnus	52.4211	19.548	-14.5517	63.3385	391.1625	Cygnus-01262
Hydra	-16.5226	-55.7916	-46.9275	79.4526	419.6151	Hydra-01263
Orion	-46.6798	22.2858	21.7489	58.8155	393.2651	Orion-01264
Lyra	10.0548	-27.2362	46.0868	56.3013	379.4249	Lyra-01265
Cygnus	29.7805	40.3931	-30.9546	64.3743	392.2056	Cygnus-01266
Hydra	-21.4645	-44.1384	-32.0172	66.0456	403.0899	Hydra-01267
Orion	-53.888	20.1786	0.9908	57.8836	387.5723	Orion-01268
Lyra	24.0783	-27.1538	43.127	62.2933	402.9371	Lyra-01269
Cygnus	63.1434	45.1727	-13.6909	79.015	420.6659	Cygnus-01270
Hydra	-14.653	-49.2539	-51.6724	80.9797	418.5795	Hydra-01271
Orion	-52.7816	23.7041	9.1699	67.0706	398.5458	Orion-01272
Lyra	19.703	-37.3534	59.8096	81.613	433.2228	Lyra-01273
Cygnus	37.1773	27.2425	-8.7119	49.1726	364.1896	Cygnus-01274
Hydra	-12.7466	-49.7257	-23.1948	59.294	394.2883	Hydra-01275
Orion	-51.0421	13.7632	11.9312	58.0006	379.9996	Orion-01276
Lyra	25.4226	-26.4812	54.636	68.1117	401.3883	Lyra-01277
Cygnus	40.642	22.771	-43.8402	66.8192	410.6343	Cygnus-01278
Hydra	-36.2895	-38.4032	-10.2896	62.2621	389.2522	Hydra-01279
Orion	-57.1136	32.0672	13.1389	75.5062	414.7952	Orion-01280
Lyra	8.1608	-39.0518	34.7791	59.1428	374.3041	Lyra-01281
Cygnus	54.7012	23.5287	-31.7419	76.1051	415.3103	Cygnus-01282
Hydra	-30.5526	-34.2952	-20.729	58.1104	392.961	Hydra-01283
Orion	-61.3812	31.0797	-9.7512	71.7885	419.5449	Orion-01284
Lyra	40.7374	-20.9445	44.6867	72.0053	413.7163	Lyra-01285
Cygnus	69.5921	21.2499	-10.3199	77.1489	411.8352	Cygnus-01286
Hydra	10.6744	-41.0414	-20.5789	51.3761	359.7045	Hydra-01287
Orion	-55.9272	24.7833	8.9187	69.2013	392.5416	Orion-01288
Lyra	27.6431	-41.5281	36.2876	67.1079	400.5719	Lyra-01289
Cygnus	59.6924	16.2847	-27.0685	68.0047	402.8174	Cygnus-01290
Hydra	-28.2668	-56.1331	-32.6125	74.4121	410.8035	Hydra-01291
Orion	-49.5572	11.6984	17.5812	58.5163	387.0666	Orion-01292
Lyra	46.1647	-34.8843	45.8951	80.0261	412.4613	Lyra-01293
Cygnus	56.3953	19.1058	-45.557	77.3188	420.4993	Cygnus-01294
Hydra	-24.0939	-57.7627	-32.492	74.2484	409.8457	Hydra-01295
Orion	-33.9212	32.1688	28.1881	56.6102	377.659	Orion-01296
Lyra	43.6167	-37.1175	36.241	75.9372	409.9645	Lyra-01297
Cygnus	60.5838	28.005	-26.8447	75.5489	412.5098	Cygnus-01298
Hydra	-26.8075	-42.6249	-25.1097	64.7926	399.6775	Hydra-01299
Orion	-25.9681	29.6483	-12.4322	45.4104	367.0819	Orion-01300
Lyra	17.6092	-36.2109	42.1218	66.0289	395.0524	Lyra-01301
Cygnus	54.4043	23.5094	-28.906	73.647	412.6807	Cygnus-01302
Hydra	-43.1619	-60.641	-36.5632	86.6936	444.8783	Hydra-01303
Orion	-46.9691	20.5748	10.2136	57.8443	388.6464	Orion-01304
Lyra	30.2755	-35.8858	39.5282	61.4677	384.558	Lyra-01305
Cygnus	60.4452	35.6043	-30.8479	83.0547	420.935	Cygnus-01306
Hydra	-23.7294	-63.1577	-34.2072	76.1735	419.7952	Hydra-01307
Orion	-47.3211	25.4238	48.1075	80.5648	413.9468	Orion-01308
Lyra	32.2362	-32.8786	43.975	65.9538	396.8856	Lyra-01309
Cygnus	47.0974	24.5847	-31.2957	70.3728	410.2203	Cygnus-01310
Hydra	-30.931	-50.0628	-34.7019	76.6901	425.13	Hydra-01311
Orion	-37.5736	14.5855	6.9207	42.1712	362.6355	Orion-01312
Lyra	23.807	-28.9735	59.4075	77.7663	428.7305	Lyra-01313
Cygnus	52.5753	4.1592	-29.9782	66.1807	411.1452	Cygnus-01314
Hydra	-17.1695	-55.1286	-44.3704	75.6594	427.8829	Hydra-01315
Orion	-27.5707	17.6057	20.4246	44.4819	369.6279	Orion-01316
Lyra	21.9394	-33.4041	47.5628	62.4468	395.8902	Lyra-01317
Cygnus	51.9413	42.1658	-52.6257	93.4643	455.8608	Cygnus-01318
Hydra	-7.4997	-43.7986	-36.9526	62.2301	385.3279	Hydra-01319
Orion	-27.6899	1.3441	15.4618	39.5563	353.0661	Orion-01320
Lyra	24.4846	-25.012	34.5638	57.2091	382.7135	Lyra-01321
Cygnus	36.3856	21.0629	-9.6935	48.2824	365.6083	Cygnus-01322
Hydra	-20.9409	-44.6368	-32.727	67.1642	391.9355	Hydra-01323
Orion	-27.7939	19.8705	8.4973	40.5202	347.4909	Orion-01324
Lyra	40.1396	-35.8456	46.1447	78.3666	423.0896	Lyra-01325
Cygnus	46.154	20.4249	-12.0154	51.9343	371.2432	Cygnus-01326
Hydra	0.0519	-48.7764	-24.7498	61.2803	388.6894	Hydra-01327
Orion	-45.3609	-9.2019	4.5989	46.9509	362.7709	Orion-01328
Lyra	12.996	-39.1113	48.5812	72.2752	410.8811	Lyra-01329
Cygnus	46.6976	33.6524	-16.6237	67.7021	415.8405	Cygnus-01330
Hydra	-2.2273	-38.0823	-26.504	49.0153	377.1383	Hydra-01331
Orion	-41.7531	5.7157	19.7443	50.4297	375.5649	Orion-01332
Lyra	24.4536	-38.4741	41.8783	67.893	399.2863	Lyra-01333
Cygnus	60.4363	18.5019	-47.7487	83.5016	431.1166	Cygnus-01334
Hydra	-31.1593	-50.4038	-33.1189	73.4093	401.1937	Hydra-01335
Orion	-56.1037	22.958	23.2662	69.1025	405.7637	Orion-01336
Lyra	23.0864	-20.7819	48.8612	63.565	400.2221	Lyra-01337
Cygnus	45.2042	28.0252	-41.6904	71.8775	414.3972	Cygnus-01338
Hydra	-14.7214	-42.4556	-19.564	53.7175	370.0932	Hydra-01339
Orion	-43.0191	20.775	14.7106	50.9552	372.5624	Orion-01340
Lyra	16.0074	-28.9622	36.4563	51.5156	366.1379	Lyra-01341
Cygnus	52.8285	33.4919	-30.8223	75.6864	416.1716	Cygnus-01342
Hydra	-14.0282	-39.2966	-38.1522	64.4293	397.5316	Hydra-01343
Orion	-45.3348	26.6435	1.4147	58.2177	387.2856	Orion-01344
Lyra	18.6512	-11.2208	47.6855	54.0842	374.5579	Lyra-01345
Cygnus	52.7322	17.5241	-21.9895	64.5699	394.1717	Cygnus-01346
Hydra	-12.2455	-45.8308	-28.5886	61.6133	396.927	Hydra-01347
Orion	-19.8075	-1.1988	1.8557	25.4968	321.755	Orion-01348
Lyra	33.6928	-32.6789	35.6487	62.4952	384.3376	Lyra-01349
Cygnus	50.5447	34.7187	-18.8224	64.2868	395.9708	Cygnus-01350
Hydra	-1.4626	-48.4789	-31.2882	63.5651	402.8118	Hydra-01351
Orion	-54.2808	22.1938	13.342	62.8496	389.3464	Orion-01352
Lyra	9.3668	-28.8229	49.4789	59.3947	387.4046	Lyra-01353
Cygnus	44.258	6.2169	-44.6301	68.4277	405.289	Cygnus-01354
Hydra	-13.0842	-33.541	-32.2198	48.3856	365.4171	Hydra-01355
Orion	-56.6715	5.4365	34.8162	73.3674	410.5627	Orion-01356
Lyra	5.6827	-39.4225	40.2708	61.0156	396.5391	Lyra-01357
Cygnus	43.1723	23.9382	-30.9069	62.633	382.7788	Cygnus-01358
Hydra	-20.5966	-55.1025	-40.3714	71.9183	411.9136	Hydra-01359
Orion	-33.4369	12.5383	1.4273	44.1897	360.7105	Orion-01360
Lyra	10.7885	-19.2614	52.2244	58.4289	385.8167	Lyra-01361
Cygnus	47.9159	35.0791	-20.462	65.8629	411.4549	Cygnus-01362
Hydra	-38.9486	-58.5172	-37.4648	82.2952	425.4782	Hydra-01363
Orion	-50.9053	-10.7848	21.4906	62.9096	385.4599	Orion-01364
Lyra	25.3424	-42.6901	49.7755	72.8435	404.1839	Lyra-01365
Cygnus	52.9338	17.7049	-21.1925	65.1558	400.1826	Cygnus-01366
Hydra	-9.1929	-40.8196	-26.1993	51.2525	372.0546	Hydra-01367
Orion	-39.8846	18.5154	18.932	49.3025	364.9076	Orion-01368
Lyra	33.5499	-49.8336	47.8926	80.7045	425.7023	Lyra-01369
Cygnus	47.9001	25.2846	-23.5184	62.1125	396.3746	Cygnus-01370
Hydra	-20.776	-43.1459	-26.7787	56.2269	377.9184	Hydra-01371
Orion	-45.7582	10.3873	6.3859	55.6946	372.0333	Orion-01372
Lyra	11.2699	-27.7944	46.1875	56.0241	378.4025	Lyra-01373
Cygnus	38.864	19.5758	-8.8324	44.7808	356.9772	Cygnus-01374
Hydra	-5.1466	-37.9813	-18.7589	44.086	349.784	Hydra-01375
Orion	-45.552	28.4847	-5.7748	54.928	378.5094	Orion-01376
Lyra	13.6042	-38.8384	58.9113	75.8132	425.342	Lyra-01377
Cygnus	31.3963	39.1115	-24.3183	58.8107	396.7747	Cygnus-01378
Hydra	-21.5861	-46.0906	-42.6317	69.6367	412.574	Hydra-01379
Orion	-44.7791	14.2409	12.1911	50.5984	364.7989	Orion-01380
Lyra	24.479	-39.2526	35.4391	65.946	402.2895	Lyra-01381
Cygnus	56.0305	20.5777	-19.4529	62.8691	393.7901	Cygnus-01382
Hydra	-7.5578	-68.6453	-25.7962	82.5582	431.2543	Hydra-01383
Orion	-39.5164	21.3274	13.0042	52.5226	365.74	Orion-01384
Lyra	25.1281	-33.3207	30.3749	57.5604	376.629	Lyra-01385
Cygnus	45.9373	28.2942	-34.1303	68.8235	409.1199	Cygnus-01386
Hydra	-23.2507	-34.1748	-33.1212	55.4853	379.4655	Hydra-01387
Orion	-65.3549	14.7038	8.935	69.428	398.7632	Orion-01388
Lyra	1.4168	-35.4903	35.0146	57.8648	376.5814	Lyra-01389
Cygnus	55.5236	18.9537	-21.9833	62.9856	398.181	Cygnus-01390
Hydra	-29.0657	-30.9217	-34.3838	63.5461	391.2751	Hydra-01391
Orion	-43.3653	23.0457	-2.6396	55.9928	378.4589	Orion-01392
Lyra	22.083	-29.6342	46.8619	61.8536	383.6389	Lyra-01393
Cygnus	55.318	16.8772	-21.0037	62.0706	391.4894	Cygnus-01394
Hydra	-28.333	-37.5209	-35.7515	64.9243	398.3503	Hydra-01395
Orion	-35.1135	23.4919	11.088	52.5246	367.9745	Orion-01396
Lyra	33.8845	-59.4132	22.7246	77.7225	414.8047	Lyra-01397
Cygnus	35.0996	25.9603	-30.7116	60.4403	392.7586	Cygnus-01398
Hydra	-22.7843	-63.0499	-37.4237	79.0073	415.1285	Hydra-01399
Orion	-47.2777	25.9324	15.0961	56.878	377.2839	Orion-01400
Lyra	16.7333	-44.8869	46.585	74.8173	415.7299	Lyra-01401
Cygnus	41.6693	30.3626	-32.6418	66.3164	404.7381	Cygnus-01402
Hydra	-29.503	-47.1006	-35.0165	69.4999	412.1262	Hydra-01403
Orion	-69.0554	26.557	-17.4136	83.422	431.22	Orion-01404
Lyra	25.3697	-26.5314	42.4937	62.4945	389.4252	Lyra-01405
Cygnus	57.7864	24.5605	-21.6477	73.1346	418.2507	Cygnus-01406
Hydra	-10.3372	-48.2476	-24.417	58.731	383.2891	Hydra-01407
Orion	-33.0082	24.8292	16.6291	47.8691	367.0312	Orion-01408
Lyra	29.9459	-31.4042	27.8222	52.8259	376.0246	Lyra-01409
Cygnus	49.9128	27.4408	-8.3852	59.5127	379.3646	Cygnus-01410
Hydra	-11.8677	-56.576	-26.7097	71.5135	412.5863	Hydra-01411
Orion	-57.417	25.0272	-11.2844	70.675	402.0414	Orion-01412
Lyra	-2.0467	-28.1068	27.0197	43.5844	352.1857	Lyra-01413
Cygnus	43.985	30.8066	-39.0926	69.3496	408.6155	Cygnus-01414
Hydra	-13.668	-56.7091	-39.0873	73.7765	415.1469	Hydra-01415
Orion	-67.6715	12.5899	23.5402	78.56	415.1689	Orion-01416
Lyra	33.0632	-41.8151	27.8563	66.5136	395.0472	Lyra-01417
Cygnus	47.0028	27.0639	-31.6682	68.3743	401.6445	Cygnus-01418
Hydra	-21.9702	-47.6653	-40.9375	70.8449	405.8598	Hydra-01419
Orion	-36.0988	14.4258	19.3768	43.6068	357.0179	Orion-01420
Lyra	22.4597	-35.9661	39.7407	62.1128	379.7415	Lyra-01421
Cygnus	57.5539	19.2517	-27.0509	74.202	414.6168	Cygnus-01422
Hydra	-6.8224	-44.6836	-49.6483	69.9989	412.0549	Hydra-01423
Orion	-42.2572	22.5592	16.9556	52.1105	375.9265	Orion-01424
Lyra	20.8098	-26.6413	40.0871	53.9611	382.8799	Lyra-01425
Cygnus	43.924	22.6411	-20.9486	57.1824	383.2822	Cygnus-01426
Hydra	-24.4271	-35.0807	-39.5531	65.6887	403.4404	Hydra-01427
Orion	-37.8549	21.1521	12.1318	49.4655	361.0699	Orion-01428
Lyra	21.141	-38.5094	46.1979	67.9342	403.6857	Lyra-01429
Cygnus	42.8813	34.3483	-30.5962	70.8621	409.9557	Cygnus-01430
Hydra	-21.5718	-22.3786	-37.4319	53.6472	372.5433	Hydra-01431
Orion	-39.6467	9.6306	8.1796	47.3337	366.5898	Orion-01432
Lyra	31.2828	-3.6766	19.9365	44.3155	372.2248	Lyra-01433
Cygnus	38.0744	26.1305	-13.1482	48.0229	362.9688	Cygnus-01434
Hydra	-33.5922	-43.1831	-38.8328	67.0959	416.3385	Hydra-01435
Orion	-32.0172	14.4547	-0.9492	38.5631	342.7928	Orion-01436
Lyra	12.1305	-21.4145	34.5672	42.8431	353.4615	Lyra-01437
Cygnus	51.9897	17.1266	-28.1578	62.6626	398.5087	Cygnus-01438
Hydra	-7.7477	-36.1299	-36.1437	57.1831	389.2018	Hydra-01439
Orion	-30.518	15.482	7.5122	37.3876	342.2943	Orion-01440
Lyra	21.2717	-43.8403	44.9296	69.3553	421.9646	Lyra-01441
Cygnus	41.8658	31.299	-13.7021	59.8561	388.6578	Cygnus-01442
Hydra	-7.1692	-45.8885	-23.9129	55.9581	375.5197	Hydra-01443
Orion	-29.0004	9.9612	12.8924	40.3493	345.1939	Orion-01444
Lyra	18.2491	-33.9932	62.6533	79.6244	425.5141	Lyra-01445
Cygnus	47.4903	20.7072	-17.1095	57.7822	373.6239	Cygnus-01446
Hydra	-7.7318	-29.3153	-34.5034	50.0951	369.4333	Hydra-01447
Orion	-27.4003	13.0541	12.4529	35.3366	344.7861	Orion-01448
Lyra	28.0439	-34.0338	52.6156	71.3811	412.9171	Lyra-01449
Cygnus	51.6027	23.549	-32.8653	68.0823	402.7698	Cygnus-01450
Hydra	-4.3701	-53.4597	-32.4586	70.0846	409.9863	Hydra-01451
Orion	-60.5455	29.347	1.3427	72.2624	407.1262	Orion-01452
Lyra	12.2802	-41.9675	38.1743	58.6344	378.4871	Lyra-01453
Cygnus	56.4545	31.8787	-25.9295	71.8779	417.1601	Cygnus-01454
Hydra	-43.2599	-48.9512	-27.1541	79.6735	431.8486	Hydra-01455
Orion	-45.6774	10.1419	11.8259	52.3465	381.912	Orion-01456
Lyra	33.6017	-35.1469	46.5337	75.7524	415.6687	Lyra-01457
Cygnus	21.6617	40.3107	-27.0845	57.3759	392.2332	Cygnus-01458
Hydra	-30.5696	-34.0711	-28.652	56.504	378.8533	Hydra-01459
Orion	-54.036	23.2886	19.2017	62.631	392.8638	Orion-01460
Lyra	18.2253	-32.0757	41.4205	59.2821	370.1728	Lyra-01461
Cygnus	62.8983	32.9997	-19.3789	79.2595	427.1144	Cygnus-01462
Hydra	-10.0203	-41.5596	-30.4624	58.1302	377.1234	Hydra-01463
Orion	-45.6521	22.99	16.765	56.8605	385.1247	Orion-01464
Lyra	29.9459	-28.4522	50.0199	71.853	395.4985	Lyra-01465
Cygnus	38.641	18.2715	-34.3393	55.5983	374.4846	Cygnus-01466
Hydra	-14.9591	-45.0246	-42.227	64.0999	406.112	Hydra-01467
Orion	-20.7796	35.5261	2.631	46.8766	366.1918	Orion-01468
Lyra	41.1439	-23.9311	34.0886	61.9784	389.7364	Lyra-01469
